term_months,rank,institution,kind,state,apy_pct,min_deposit,promotion,product_note,fdic_cert,ncua_charter,remote_opening,nonresident_eligible,cu_membership_open_nationwide,early_withdrawal_penalty,source_url,read_note,date_checked
18,45,The Corner Stone Bank,bank,MO,3.85,1000,no,,9388,,not stated,not stated,,"000 3.20% 3.25% Regular IRAs $100 $0 4.75% 4.75% Roth IRAs $100 $0 4.75% 4.75% Educational IRAs $100 $0 1.25% 1.25% 17 Month Special $1,000 $1,000 4.12% 4.20% *Fees could reduce earnings on accounts *Early withdrawal penalties will or may b",https://www.thecornerstonebank.net/deposits/rates,,2026-09-24
18,45,Chevron Federal Credit Union,credit_union,CA,3.85,,no,,,24326,yes,no (SSN required),possibly (association),All certificates are subject to an early withdrawal penalty.,https://www.chevronfcu.org/rates/share-certificate,,2026-09-24
18,45,Phelps County Bank,bank,MO,3.85,,no,,18841,,yes,not stated,,.70% 12 Month CD 3.75% 3.80% 15 Month CD 3.75% 3.80% 18 Month CD 3.80% 3.85% 24 Month CD 3.85% 3.91% 30 Month CD 3.85% 3.91% 36 Month CD 3.90% 3.96% 48 Month CD 3.90% 3.96% 60 Month CD 3.90% 3.96% *A penalty may be imposed for early withdra,https://www.mypcb.com/rates,,2026-09-24
18,49,State Bank of Bottineau,bank,ND,3.79,100,no,,9121,,not stated,not stated,,"3.79% a 60 MONTH CD $ 100.00 3.75% 3.79% a, b 21 MONTH RATE WATCH CD $ 2,500.00 3.60% 3.65% a, b 36 MONTH RATE WATCH CD $ 2,500.00 3.65% 3.70% a, b 57 MONTH RATE WATCH CD $ 2,500.00 3.70% 3.75% a) A penalty may be imposed for early withdraw",https://www.statebankofbottineau.com/assets/files/wbJLgSoZ,,2026-09-24
18,50,Twin Cedars Bank,bank,IA,3.75,500,no,,1556,,yes,not stated,,Early withdrawal penalties may apply.,https://www.twincedars.bank/bank-account-rate-sheet,,2026-09-24
18,50,Beacon Community Bank,bank,SC,3.75,,no,,59106,,not stated,not stated,,A penalty of 5 months interest on the amount withdrawn will be imposed for early withdrawals on terms equal to 5 months.,https://www.beacon.bank/personal/banking/interest-rates,,2026-09-24
18,50,"First Jackson Bank, Inc.",bank,AL,3.75,,no,,23376,,not stated,not stated,,NOTICE: This account may require a minimum daily balance and/or impose a penalty for early withdrawal.,https://firstjacksonbank.com/rates/,,2026-09-24
18,53,Rolette State Bank,bank,ND,3.68,500,no,,9120,,not stated,not stated,,"Contact Us Rates Certificates of Deposit (CDs) Effective January 8, 2026 Penalty may be imposed for early withdrawal.",https://www.rolettestatebank.com/rates/,,2026-09-24
18,54,Signal Financial FCU,credit_union,MD,3.67,500,no,,,5571,not stated,not stated,yes (donation),Penalties apply for early withdrawal.,https://www.signalfinancialfcu.org/deposit-rates,,2026-09-24
18,54,Great North Bank,bank,WI,3.67,,no,,15146,,not stated,not stated,,Early withdrawal penalties may apply.,https://www.greatnorthbank.com/wp-content/uploads/PDF/OAO-Rate.pdf,,2026-09-24
18,56,Lafayette Federal Credit Union,credit_union,MD,3.66,50,no,,,619,not stated,not stated,no (MD DC VA only for the ACC route),to Earn APY 2 Dividend APY 2 1 Early withdrawal penalties may apply.,https://www.lfcu.org/personal/certificates/,,2026-09-24
18,56,Stearns Bank National Association,bank,MN,3.66,500,no,,10988,,not stated,not stated,,3 No penalty may be imposed for early withdrawal.,https://www.stearnsbank.com/personal/cds,,2026-09-24
18,58,Alliant Credit Union,credit_union,IL,3.65,75000,no,,,67955,not stated,no,yes (foundation),"If you withdraw funds from an Alliant certificate before the maturity date, you may incur an early withdrawal penalty, per the table below.",https://www.alliantcreditunion.org/bank/credit-union-certificate,,2026-09-24
18,58,ESB Financial,bank,KS,3.65,,no,,16629,,not stated,not stated,,Greater earnings than standard savings Receive higher rates by selecting a longer term Provides more guarantee than other risky investments A wide range of terms available (from 3 months to 5 years) Penalty for early withdrawal FDIC insured,https://www.esbfinancial.com/banking/personal-banking/personal-savings/certificates-of-deposit-cds.html,,2026-09-24
18,58,Seattle Bank,bank,WA,3.65,,no,,35139,,yes,not stated,,Penalty assessed for early withdrawal.,https://www.seattlebank.com/personal/personal-banking/certificates-of-deposit-cd.html,,2026-09-24
18,61,Homewood Federal Savings Bank,bank,MD,3.60,500,no,,31267,,not stated,not stated,,Member FDIC A penalty may be imposed for early withdrawal on certificates of deposit.,https://www.homewoodfsb.com/deposit-rates/,,2026-09-24
18,61,Pathway Bank,bank,NE,3.60,1000,no,,1992,,not stated,not stated,,Substantial Penalty for Early Withdrawal.,https://www.pathwaybank.com/cds-iras-hsas,,2026-09-24
18,61,Texas Heritage National Bank,bank,TX,3.60,1000,no,,3161,,not stated,not stated,,,https://www.thnb.bank/resources/interest-rates/,,2026-09-24
18,61,UniBank,bank,WA,3.60,1000,no,,58407,,not stated,not stated,,All certificate of deposits and IRA's are subject to an interest penalty for early withdrawal of principal.,https://www.unibankusa.com/deposit/resources/deposit-rates,,2026-09-24
18,65,Compass Savings Bank,bank,PA,3.56,500,no,,29430,,not stated,not stated,,Months Minimum Balance Rate APY* 6 $500 3.75% 3.82% 12 $500 3.85% 3.92% 18 $500 3.50% 3.56% 24 $500 3.50% 3.56% 36 $500 3.15% 3.20% 60 $500 3.15% 3.20% * Annual Percentage Yield Penalty may apply for early withdrawal and reduce earnings.,https://compassbank.us/savings-rates/,,2026-09-24
18,65,GTE Financial,credit_union,FL,3.56,,no,,,196,not stated,not stated,not stated,While there are no penalties for monthly dividend withdrawals a penalty may be imposed for early withdrawal which could reduce the earnings on the account and/or reduce the principal.,https://www.gtefinancial.org/products/share-certificates,,2026-09-24
18,67,First Community Credit Union,credit_union,MO,3.55,500,no,,,67619,not stated,no,not stated (employer or association groups),Certificates have substantial penalties for early withdrawal.,https://www.firstcommunity.com/services-tools/tools/rates.html,,2026-09-24
18,67,Latino Community Credit Union,credit_union,NC,3.55,500,no,,,68430,yes,not stated,not stated,% 3.50% 18 Months $500 3.55% 3.55% 24 Months $500 3.65% 3.65% 36 Months $500 3.70% 3.70% 48 Months $500 3.73% 3.73% 60 Months $500 3.75% 3.75% The Fine Print The important details Account Limitations/Early Withdrawal Penalties.,https://latinoccu.org/products-and-services/savings/certificates-of-deposit/certificates-of-deposit/,,2026-09-24
18,67,Air Force Federal Credit Union (Vibrant),credit_union,,3.55,,yes,,,,yes,not stated,not stated,out Certificates 6 $300 minimum opening deposit for all regular share and IRA accounts; $5 minimum deposit for youth club members under 18 years of age 7 Fees could reduce earnings on the account 8 A penalty will be imposed for early withdr,https://www.freedomfcu.org/rates/,,2026-09-24
18,70,First Federal Savings Bank,bank,IN,3.51,500,no,,29056,,not stated,not stated,,A penalty will be imposed for early withdrawal.,https://www.firstfedsavings.bank/current-rates/,,2026-09-24
18,71,Abound Credit Union,credit_union,KY,3.50,500,no,,,7000,yes,not stated,not stated,,https://www.aboundcu.com/community-support/get-in-touch/rates/deposit-rates,,2026-09-24
18,71,Cross River Bank,bank,NJ,3.50,500,no,,58410,,not stated,not stated,,CDs are subject to penalty for early withdrawal.,https://www.crossriver.com/personal-banking,,2026-09-24
18,71,Visions Federal Credit Union,credit_union,NY,3.50,500,no,,,17429,not stated,not stated,not stated,Should the early withdrawal amount during the life of the certificate exceed the original balance the Credit Union will require that the entire balance be withdrawn and subject to penalty.,https://www.visionsfcu.org/rates/ira-rates,,2026-09-24
18,71,Ponce Bank,bank,NY,3.50,1000,no,,31189,,not stated,not stated,,A penalty may be imposed for withdrawals before maturity on CDs.,https://www.poncebank.com/rates,,2026-09-24
18,71,Hanscom Federal Credit Union,credit_union,MA,3.50,,no,,,9095,not stated,not stated,not stated,Early withdrawal penalties may apply to certificates.,https://www.hfcu.org/rates/account-rates.html,,2026-09-24
18,71,Northpointe Bank,bank,MI,3.50,,no,,34953,,not stated,not stated,,Early withdrawal penalties may be charged on certificates of deposit.,https://www.northpointe.com/banking/rates/,,2026-09-24
18,77,Security Bank,bank,OK,3.49,,no,,4178,,not stated,not stated,,A penalty may be imposed for early withdrawal from a Certificate of Deposit.,https://www.sbtulsa.bank/Current-Rates,,2026-09-24
18,78,Great Plains State Bank,bank,NE,3.45,500,no,,14058,,not stated,not stated,,2 Months $500 3.41% 3.45% 15 Months $500 3.84% 3.90% 18 Months $500 3.41% 3.45% 24 Months $500 3.21% 3.25% 36 Months $500 3.21% 3.25% 48 Months $500 3.26% 3.30% 60 Months $500 3.31% 3.35% Substantial penalty will be imposed for early withdr,https://gpsbanks.com/rates/,,2026-09-24
18,79,Central State Bank,bank,IA,3.43,1500,no,,10903,,not stated,not stated,,Early withdrawal penalty fees may apply on Certificates of Deposits 6 to 60 months Savings and NOW Checking Accounts Savings accounts provide a straightforward way to earn interest while maintaining liquidity.,https://www.centralstatebankia.com/personal/rates,,2026-09-24
18,80,Justice Federal Credit Union,credit_union,VA,3.41,100000,no,,,151,not stated,not stated,not stated,Certificate is subject to penalty for early withdrawal.,https://www.jfcu.org/rates,,2026-09-24
18,81,Freedom Bank of Southern Missouri,bank,MO,3.40,1000,no,,35276,,not stated,not stated,,"Savings ++ $5 $0 0.40% 0.40% Business Savings ++ $100 $0 - - Tier 1 <$50,000.00 - $0 0.35% - Tier 2 $50,000.00 - $50,000 0.45% - Tier 3 $100,000.00 - $100,000 0.55% - APY = Annual Percentage Yield *A penalty may be imposed for early withdra",https://www.freedombk.com/deposit,,2026-09-24
18,81,EverBank,bank,FL,3.40,,no,,34775,,yes,not stated,,,https://www.everbank.com/product-selection?referid=31176,,2026-09-24
18,83,First Internet Bank of Indiana,bank,IN,3.38,,no,,34607,,yes,not stated,,Contact Us Learn More Business CD Accounts & Rates Term Interest Rate Annual Percentage Yield (APY) Early Withdrawal Penalties 3-month CD 3.10 % 3.14 % 90 days interest Open Account 6-month CD 3.70 % 3.76 % 180 days interest Open Account 12,https://www.firstib.com/open-account/,,2026-09-24
18,84,First Bank of the Lake,bank,MO,3.35,,no,,26960,,not stated,not stated,,Penalty may be imposed for early withdrawal.,https://www.fblake.bank/rates/,,2026-09-24
18,84,Sidney Federal Credit Union,credit_union,NY,3.35,,no,,,6011,yes,not stated,no (counties),,https://sfcuonline.org/accounts/share-certificates/,,2026-09-24
18,86,Mercantile Bank,bank,MI,3.34,,no,,34598,,not stated,not stated,,Subject to early withdrawal pen alty when principal is withdrawn prior to maturity.,https://mercbank.com/personal-banking/cds/merc,,2026-09-24
18,87,Greater Nevada Credit Union,credit_union,NV,3.25,,no,,,68228,not stated,not stated,no (Nevada),A penalty may be imposed for withdrawals before maturity.,https://www.gncu.org/banking/account-rates/,,2026-09-24
18,88,American Express National Bank,bank,UT,3.25,0,no,,27471,,not stated,not stated,,rawn with no penalty  -  great for unexpected challenges Explore HYSA Certificate of Deposit Account Know exactly how much your investment will earn A fixed APY protects you from falling interest rates Early withdrawal fee helps reinforce a,https://www.americanexpress.com/en-us/banking/online-savings/cd/,,2026-09-24
18,88,First Bank of Central Ohio,bank,OH,3.25,500,no,,59249,,not stated,not stated,,Early withdrawal penalties may apply.* Indicates minimum average balance to keep in account to avoid incursion of fees.,https://www.fbcentralohio.com/rates/,,2026-09-24
18,88,DCU (trade name of First Technology FCU in the NCUA file),credit_union,CA,3.25,,no,,,23521,not stated,not stated,yes (one-time donation),A penalty may be imposed for early withdrawal.,https://www.dcu.org/bank/certificates/regular-certificates.html,,2026-09-24
18,91,United Nations FCU,credit_union,NY,3.20,,no,,,5588,yes,yes (UN community members),no (UN community),Any additional early withdrawals will be subject to penalties .,https://www.unfcu.org/rates/,,2026-09-24
18,92,"Academy Bank, National Association",bank,MO,3.10,500,no,,19600,,not stated,not stated,,"If not a CD, then should I try a Money Market All 3 * Annual Percentage Yield 1 A penalty may be imposed for early withdrawal.",https://www.academybank.com/personal/save/certificate-of-deposit,,2026-09-24
18,93,Longview Community Bank,bank,IL,3.05,500,no,,11319,,not stated,not stated,,"Penalties for early withdrawal on Certificates of Deposit and IRA’s: Terms of one year and less: 30 days interest forfeiture Terms of 18, 24, 30 & 36 month: 90 days interest forfeiture Terms of 48 & 60 month: 180 days interest forfeiture Pr",https://longviewcb.com/deposit-services/,,2026-09-24
18,93,Rising Bank (Midwest BankCentre),bank,MO,3.05,5000,no,,1058,,yes,not stated,,Penalty for early withdrawal may apply.,https://www.risingbank.com/rates/,,2026-09-24
18,93,DLP Bank,bank,FL,3.05,,no,,17734,,not stated,not stated,,1 Penalty for early withdrawal may apply.,https://www.dlp.bank/personal/personal-savings/certificates-of-deposit-cds.html,,2026-09-24
18,96,State Bank of Scotia,bank,NE,3.03,1000,no,,14069,,not stated,not stated,,"IRA 2.00% 2.02% $0.00 $0.01* Savings Savings 1.00% 1.00% $0.00 $0.01* SNA 3.00% 3.00% $0.00 $0.01* Checking NOW 0.250% 0.250% $1,000.00 $0.01* Effective Date: October 1, 2025 Certificates of Deposit: Penalty may be imposed for early withdra",https://statebankofscotia.bank/interest-rates/,,2026-09-24
18,96,The Bank of Old Monroe,bank,MO,3.03,,no,,1655,,not stated,not stated,,Certificates of deposit may be subject to penalty for early withdrawal.,https://www.bankofoldmonroe.com/bank-rates/,,2026-09-24
18,98,Service Credit Union,credit_union,,3.00,500,no,,,,not stated,not stated,not stated,Penalty for early withdrawal.,https://servicecu.org/rates/,,2026-09-24
18,98,Loyal Trust Bank,bank,GA,3.00,,no,,59182,,not stated,not stated,,Early withdrawal penalty may apply.,https://loyaltrustbank.com/wp-content/uploads/2026/08/Aug-3-Rate-Sheet-LTB.pdf,,2026-09-24
18,98,SECU Maryland,credit_union,MD,3.00,,no,,,66330,not stated,not stated,not stated,Early withdrawal penalties may apply.,https://www.secumd.org/more/open-account/,,2026-09-24
24,1,Tower Federal Credit Union,credit_union,MD,4.70,500,no,,,8333,not stated,not stated,not stated,Withdrawal of the Share Certificate funds before the maturity date will incur an early withdrawal penalty.,https://www.towerfcu.org/rates/deposit-rates,,2026-09-24
24,2,Raymond James Bank,bank,FL,4.65,1000,no,,33893,,not stated,not stated,,There is a substantial penalty for early withdrawal.,https://www.raymondjamesbank.com/deposit-accounts,"Rates effective September 18, 2026 per the bank's deposit page. Minimum $1,000, or $2,000 if bought through a Raymond James brokerage account. Rates by phone at 800.718.2265, option 4, or through an advisor.",2026-09-24
24,3,BTG Pactual Bank,bank,NY,4.47,500,no,,35154,,yes,no,,Early withdrawal penalties may apply (except No-Penalty CDs).,https://www.btgpactual.us/banking/certificates-of-deposit,,2026-09-24
24,4,HSBC Bank USA,bank,VA,4.45,1000,no,,57890,,yes,yes (listed countries),,A penalty may be imposed for early withdrawal.,https://www.us.hsbc.com/savings-accounts/products/interest-rates/,,2026-09-24
24,4,Popular Direct,bank,NY,4.45,,no,,34967,,yes,not stated,,A penalty will be imposed for early withdrawal.,https://www.populardirect.com/,,2026-09-24
24,6,MapleMark Bank,bank,OK,4.40,,no,,3182,,not stated,not stated,,"Early withdrawal penalties may apply, including up to six months of interest.",https://maplemarkbank.com/,,2026-09-24
24,7,Bank of Deerfield,bank,WI,4.35,500,no,,2477,,not stated,not stated,,", IRAs, and HSA**⁵ Term Minimum to Open Account Minimum Balance to Obtain APY Interest Rate Annual Percentage Yield 25 Month $2,500 $2,500 4.34% 4.39% 36 Month $2,500 $2,500 4.40% 4.45% ¹ Substantial Penalty for Early Withdrawal ² Advertise",https://www.bankofdeerfield.bank/resources/deposit-rates,,2026-09-24
24,7,Marcus by Goldman Sachs,bank,NY,4.35,500,no,,33124,,yes,not stated,,Choose the term that works for you Annual Percentage Yield Minimum Deposit Early Withdrawal Penalty Annual Percentage Yield Minimum Deposit Early Withdrawal Penalty 6 months High-Yield CD 3.95% $500 Yes 9 months High-Yield CD 4.30% $500 Yes,https://www.marcus.com/us/en/savings/high-yield-cds,,2026-09-24
24,7,Bread Savings,bank,UT,4.35,1500,no,,57570,,not stated,not stated,,A penalty will be imposed for early withdrawals on CDs.,https://www.breadfinancial.com/en/bread-savings/certificates-of-deposit.html,,2026-09-24
24,7,Sallie Mae Bank,bank,UT,4.35,2500,no,,58177,,not stated,not stated,,A penalty may be charged for early withdrawal.,https://www.salliemae.com/savings/rate-table/,,2026-09-24
24,7,EagleBank,bank,MD,4.35,,no,,34742,,not stated,not stated,,Penalty for early withdrawal may reduce earnings.,https://www.eaglebankcorp.com/personal-banking/cd/,,2026-09-24
24,12,Putnam County State Bank,bank,MO,4.33,,no,,22895,,not stated,not stated,,,https://www.putnamcountystatebank.com/cd-rates,,2026-09-24
24,13,Bask Bank (Texas Capital Bank),bank,TX,4.30,,no,,34383,,not stated,no (SSN required),,Penalty may be imposed for early withdrawal and may reduce earnings.,https://baskbank.com/sites/default/files/Documents/Disclosures/rates-and-fee-schedule.pdf,,2026-09-24
24,13,First National Bank of America,bank,MI,4.30,,no,,17438,,yes,not stated,,A penalty may be imposed for early withdrawal.,https://www.fnba.com/deposit-rates/,,2026-09-24
24,13,Gala Bank,bank,FL,4.30,,no,,59358,,not stated,not stated,,,https://www.gala.bank/deposits/cds-and-iras,,2026-09-24
24,16,Bank of the Flint Hills,bank,KS,4.27,,no,,4791,,not stated,not stated,,A penalty may be imposed for early withdrawal.,https://www.bfh.bank/personal/deposit-rates,,2026-09-24
24,16,Farmers and Merchants Bank,bank,NE,4.27,,no,,14275,,yes,not stated,,ates of Deposit Learn More Month Rate APY 3 Month 4.00% 4.06% 6 Month 4.00% 4.06% 12 Month 4.10% 4.16% 24 Month 4.20% 4.27% 36 Month 4.30% 4.37% 48 Month 4.30% 4.37% 60 Month 4.30% 4.37% Penalty with early withdrawal Find Us Contact Us Find,https://www.fmbmilligan.com/services-tools/tools/rates.html,,2026-09-24
24,18,Synchrony Bank,bank,UT,4.25,0,no,,27314,,not stated,not stated,,% APY * High Yield Savings (HYS) No minimum balance Explore High Yield Savings % APY * Money Market Account (MMA) No minimum balance Explore Money Market Account FAQs View all FAQs Is there an early withdrawal penalty for CDs? Penalty Amoun,https://api.syf.com/v1/retailBank/products?serviceLevel=0000000,,2026-09-24
24,18,Credit Union of Southern California,credit_union,CA,4.25,25,no,,,24983,not stated,not stated,no (local or relative),A penalty may be imposed for early withdrawals.,https://www.cusocal.org/loans/personal/rates/,,2026-09-24
24,18,Citizens Bank & Trust Company,bank,KY,4.25,500,no,,15675,,not stated,not stated,,Penalty may be imposed for early withdrawal.,https://www.cbtky.com/personal/certificate-of-deposit-rates,,2026-09-24
24,18,Mountain America Credit Union,credit_union,UT,4.25,500,no,,,24692,not stated,not stated,no (listed states),,https://www.macu.com/rates/certificates,,2026-09-24
24,18,Home Savings Bank,bank,UT,4.25,10000,no,,26798,,yes,not stated,,Early withdrawal penalties may apply on Certificate of Deposit accounts.,https://www.hsbutah.com/rates,,2026-09-24
24,18,Enterprise Bank,bank,NE,4.25,,no,,33380,,not stated,not stated,,Early withdrawal penalties may apply.,https://www.enterprise.bank/personal-banking/account-services/deposit-rates,,2026-09-24
24,24,USALLIANCE Financial,credit_union,NY,4.20,500,yes,,,17587,not stated,not stated,not stated,"Dividend Savings Certificate Accounts Certificate Account products (similar to CDs) are available for Individual Retirement Accounts (IRAs), with the exception of the 11 Month Special Certificate (No Early Withdrawal Penalty).",https://www.usalliance.org/about-us/rates/savings-rates,,2026-09-24
24,25,Freedom Bank,bank,NJ,4.15,500,yes,,58712,,not stated,not stated,,Early withdrawal penalties may apply.,https://www.fbnj.com/deposit-rates/,,2026-09-24
24,26,Balboa Thrift and Loan Association,bank,CA,4.13,,no,,26704,,not stated,not stated,,An early withdrawal penalty equal to three (3) months of interest may be imposed for early withdrawals.,https://www.balboathrift.com/deposits/deposit-rates,,2026-09-24
24,27,NASA Federal Credit Union,credit_union,MD,4.10,1000,no,,,6328,not stated,not stated,not stated,Limitations: Early withdrawal penalties apply and may reduce earnings.,https://www.nasafcu.com/rates-and-fees/checking-savings/share-certificate-rates,,2026-09-24
24,28,Leighton State Bank,bank,IA,4.09,,no,,10118,,not stated,not stated,,p 3.75% 3.80% Quarterly 4 Year Step 3.50% 3.55% Quarterly 5 Year 3.50% 3.53% Semi-Annually * Annual Percentage Yield (APY) Rates effective 8/24/2026 and subject to change $500 minimum balance for CDs Early withdrawal penalties may apply.,https://leightonbank.com/bank-with-us/personal/cds-iras-and-hsas/,,2026-09-24
24,29,Gulf Coast Business Bank,bank,FL,4.08,5000,no,,59281,,not stated,not stated,,Early withdrawal penalties may apply.,https://www.gcbbswfl.com/resources/rates,,2026-09-24
24,30,State Savings Bank,bank,IA,4.06,2000,no,,248,,not stated,not stated,,Substantial penalty for early withdrawal.,https://www.ssb.bank/personal/current-rates,,2026-09-24
24,31,Prime Alliance Bank,bank,UT,4.05,500,no,,57920,,yes,not stated,,Penalties assessed for early withdrawal.,https://www.primealliance.bank/cds-2,,2026-09-24
24,31,First Pryority Bank,bank,OK,4.05,1000,no,,4185,,not stated,not stated,,Early withdrawal penalties of 12 months apply.,https://pryority.bank/deposit-rates/,,2026-09-24
24,31,Bank of Utah,bank,UT,4.05,,no,,17159,,yes,not stated,,"Ability to Add Funds to Account After Initial Deposit: No Ability to Make Early Withdrawals from Account: Not without penalty How to Open an Account: 3-Month, 6-Month, 1-Year, 2-Year, and all terms 3 years and longer can be opened online ; ",https://www.bankofutah.com/personal/checking-savings/certificate-of-deposit-accounts,,2026-09-24
24,34,American Pride Bank,bank,GA,4.04,,no,,58584,,not stated,not stated,,Substantial penalty for early withdrawal.,https://www.americanpride.bank/personal/open-now-cd-rates,,2026-09-24
24,35,Beach Cities Commercial Bank,bank,CA,4.02,2500,no,,59290,,not stated,not stated,,Any withdrawal of principal or interest prior to maturity will reduce overall earnings and trigger an Early Withdrawal Penalty.,https://beachcitiescb.com/Rates/,,2026-09-24
24,36,CIBC Agility,bank,IL,4.00,,no,,33306,,yes,Canadian residents only,,You'll have a 10-day grace period after the maturity date to withdraw your money without paying an early withdrawal fee.,https://us.cibc.com/en/agility/certificates-of-deposit.html,,2026-09-24
24,36,Commerce Bank & Trust,bank,FL,4.00,,no,,57429,,not stated,not stated,,²A penalty may be imposed for early withdrawal.,https://cbtfl.com/about-us/rates/,,2026-09-24
24,36,First Service Bank,bank,AR,4.00,,no,,18519,,yes,not stated,,Early withdrawal will result in a penalty.,https://firstservicebank.com/cd-account/,,2026-09-24
24,36,Loyal Trust Bank,bank,GA,4.00,,no,,59182,,not stated,not stated,,Early withdrawal penalty may apply.,https://loyaltrustbank.com/wp-content/uploads/2026/08/Aug-3-Rate-Sheet-LTB.pdf,,2026-09-24
24,36,Quaint Oak Bank,bank,PA,4.00,,no,,35497,,not stated,not stated,,Certificates of deposit accounts carry a substantial penalty for early withdrawal.,https://www.quaintoak.com/personal-banking/deposit-products/cd-account/2-year-cd/,,2026-09-24
24,36,Technology Credit Union,credit_union,CA,4.00,,no,,,68383,not stated,not stated,not stated,Penalties will be imposed for early withdrawals.,https://www.techcu.com/Resources/Rates,,2026-09-24
24,36,VisionBank,bank,MN,4.00,,no,,58063,,not stated,not stated,,"nth a,c Create Account 3.94% 4.00% 30 Month a,c Create Account 3.94% 4.00% 36 Month a,c Create Account 3.94% 4.00% 48 Month a,c Create Account 3.94% 4.00% 60 Month a,c Create Account 3.94% 4.00% a) A penalty may be imposed for early withdra",https://bankwithvision.com/rates/,,2026-09-24
24,43,Northrop Grumman FCU,credit_union,CA,3.97,40000,no,,,24292,not stated,not stated,yes (association),",500 30 Month 3.65% 3.71% $2,500 36 Month 3.75% 3.81% $2,500 48 Month 3.75% 3.81% $2,500 60 Month 3.78% 3.84% $2,500 84 Month 3.30% 3.35% $2,500 Open an Account **A penalty will or may be imposed for early withdrawal *If minimum balance req",https://www.ngfcu.us/rates/savings-rates/certificates,,2026-09-24
24,43,Community Commerce Bank,bank,CA,3.97,,no,,26363,,not stated,not stated,,4 Substantial penalty for early withdrawal.,https://ccombank.com/deposits/,,2026-09-24
24,45,Credit Human,credit_union,TX,3.96,500,no,,,24382,not stated,not stated,not stated,0 and up 3.89% 3.96% 36 - 59 months $500.00 and up 3.91% 3.98% 60 - 83 months $500.00 and up 3.93% 4.00% 84 - 119 months $500.00 and up 3.95% 4.02% 120 months $500.00 and up 3.98% 4.05% Disclosures A penalty will be imposed for early withdr,https://credithuman.com/personal/cds/share-certificates/,,2026-09-24
24,46,Phelps County Bank,bank,MO,3.91,,no,,18841,,yes,not stated,,.70% 12 Month CD 3.75% 3.80% 15 Month CD 3.75% 3.80% 18 Month CD 3.80% 3.85% 24 Month CD 3.85% 3.91% 30 Month CD 3.85% 3.91% 36 Month CD 3.90% 3.96% 48 Month CD 3.90% 3.96% 60 Month CD 3.90% 3.96% *A penalty may be imposed for early withdra,https://www.mypcb.com/rates,,2026-09-24
24,47,Chevron Federal Credit Union,credit_union,CA,3.90,,no,,,24326,yes,no (SSN required),possibly (association),All certificates are subject to an early withdrawal penalty.,https://www.chevronfcu.org/rates/share-certificate,,2026-09-24
24,48,Directions Credit Union,credit_union,OH,3.87,100,no,,,60978,not stated,not stated,no (counties),Penalty for early withdrawal.,https://directionscu.org/personal/save/savings-certificates/checking-savings-rates/,,2026-09-24
24,49,The Corner Stone Bank,bank,MO,3.85,1000,no,,9388,,not stated,not stated,,"000 3.20% 3.25% Regular IRAs $100 $0 4.75% 4.75% Roth IRAs $100 $0 4.75% 4.75% Educational IRAs $100 $0 1.25% 1.25% 17 Month Special $1,000 $1,000 4.12% 4.20% *Fees could reduce earnings on accounts *Early withdrawal penalties will or may b",https://www.thecornerstonebank.net/deposits/rates,,2026-09-24
24,50,FinWise Bank,bank,UT,3.84,,no,,35323,,yes,not stated,,‡ An early withdrawal penalty may apply for all Certificates of Deposit.,https://www.finwise.bank/wp-content/uploads/2026/04/Online-FW-Savings-Certificate-of-Deposit-Rates-04-10-2026.pdf,,2026-09-24
24,51,Heritage Bank Minnesota,bank,MN,3.80,250,no,,8865,,not stated,not stated,,"CD & IRA Interest Rates Rates current as of December 18, 2025 TYPE OF PRODUCT MINIMUM DEPOSIT INTEREST RATE Annual Percentage Yield (APY)* EARLY WITHDRAWAL PENALTIES (Minimum $25) 3 Month Fixed CD $250 4.10% 4.16% 91 Days Interest 6 Month F",https://heritagebankmn.com/personal/cds-iras/,,2026-09-24
24,51,KS StateBank,bank,KS,3.80,500,no,,19899,,yes,no,,You may be charged a substantial penalty for early withdrawals.,https://www.ksstate.bank/resources/deposit-rates,,2026-09-24
24,51,Andrews Federal Credit Union,credit_union,MD,3.80,10000,no,,,5754,yes,not stated,yes (free American Consumer Council membership),Penalties apply for early withdrawal.,https://www.andrewsfcu.org/rates,,2026-09-24
24,51,Newtek Bank,bank,FL,3.80,,no,,18734,,yes,not stated,,Penalties may apply to early withdrawals.,https://www.newtekbank.com/open-account/,,2026-09-24
24,55,Visions Federal Credit Union,credit_union,NY,3.75,500,no,,,17429,not stated,not stated,not stated,Should the early withdrawal amount during the life of the certificate exceed the original balance the Credit Union will require that the entire balance be withdrawn and subject to penalty.,https://www.visionsfcu.org/rates/ira-rates,,2026-09-24
24,55,Beacon Community Bank,bank,SC,3.75,,no,,59106,,not stated,not stated,,A penalty of 5 months interest on the amount withdrawn will be imposed for early withdrawals on terms equal to 5 months.,https://www.beacon.bank/personal/banking/interest-rates,,2026-09-24
24,55,Community First National Bank,bank,KS,3.75,,no,,35585,,not stated,not stated,,A penalty may be imposed for early withdrawal on any CD.,https://www.cfnb.bank/document-center.cfm?fx=DEMKIE6MTPPJJWDD,,2026-09-24
24,55,Spring Bank,bank,WI,3.75,,no,,58780,,not stated,not stated,,"Penalties for early withdrawal of principal could reduce earnings, whether earned or not.",https://www.springbankwi.bank/current-deposit-rates,,2026-09-24
